"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"1",3.0227525,1.79388,1.4375727,1.8179559,2.7508208,2.7664662,0.052186675,2.7262022,1.1819828,1.2847639,1.8488963,1.6440209,1.5920106,0.64604901,1.7433493,2.8235801,3.5040759,2.1544245,2.3672838,1.6230727,2.0535487,2.7114912,0.68907542,2.2990746,0.53205205,2.339245,3.3105066,1.1292029,2.1521345,3.6220964,2.1201969,3.1322615,2.6129156,1.5815144,2.5044265,1.476634,2.8832266,2.7997116,1.3994148,2.4308609,1.5759846,0.6033606,1.3553698,2.2789219,0.14597587,2.7426505,4.3588901,2.2856763,2.8642799,1.7126028,2.7225549,2.1647751,1.6390568,2.0586487,3.2049785,2.0443509,0.57440506,2.0310908,1.3524879,2.3447011,2.2634863,1.1211357,0.76831352,3.6952976,2.4467137,2.6842609,1.5932213,2.2695111,0.27064481,2.7970399,1.6450761,4.0285503,2.1356998,2.1405812,3.5528232,1.0009867,1.712653,2.0960573,1.7486225,3.0988525,3.2313371,1.6070598,1.5713108,3.3108454,2.5416133,0.82535965,2.2527013,2.0452862,3.0401585,2.7798879,3.7215365,2.2028085,3.1697989,0.47285132,0.87063586,1.8057037,2.6390522,2.3085798,2.6682947,2.0865443,1.6839854,1.3706431,3.7693614,0.67270503,1.6656109,2.6148448,3.137685,1.662085,3.6421563,1.7639036,3.7371722,0.7312807,3.7966181,3.2611124,3.8039526,2.8723055,3.2399135,2.5598626,2.5742609,1.2223822,2.0189063,1.515604,1.7619212,2.7792125,1.0408002,2.6839604,2.4072801,1.1490307,1.834998,1.2767808,1.8670704,3.7843233,2.9669011,2.4099388,1.2389865,1.1567007,2.7248309,2.3642414,0.41884527,3.5660296,0.58550789,3.3075089,1.0907446,3.1737356,2.3660425,3.0266976,2.1561445,1.0318344,1.6332972,3.2143102,0.63699724,0.85866986,3.0600963,3.2969508,3.1991571,3.1286046,1.1633128,2.0685732,3.67664,1.8099048,1.5673347,0.64248485,2.27182,2.9601359,2.2100376,2.4866675,1.1913386,2.8371998,2.1426776,2.0648103,1.6468789,1.3905569,2.4737918,1.0321884,0.56215248,2.1109528,1.4231509,3.145195,2.0640806,3.2428912,1.2573488,1.3770265,1.5348106,2.6429918,2.2400084,3.0460671,2.0996375,2.2088968,1.7497741,1.018686,2.0865217,2.679766,3.1592505,2.2466044,3.0967341,1.8124981,2.5446588,1.2196826,2.1747338,3.3244771
"2",1.1247938,1.833198,0.85903273,2.7907287,1.8626197,1.8578727,2.9701671,1.8637917,3.0102267,2.8892348,2.9141374,1.0615699,2.0624986,2.1590607,2.0939374,2.8701516,2.9785382,1.0569618,1.8676793,2.0395125,1.9944901,0.96295981,1.9981675,2.9240881,2.9779988,2.0750054,0.87665276,1.935807,2.0348177,0.90170821,1.1514785,1.9851583,1.9849965,2.0417731,1.9100775,3.0217844,1.8287276,1.782138,1.9152437,1.0233237,3.0148158,1.9774024,2.9408245,1.1446764,3.0122709,1.9567925,0.86763859,1.9211326,0.99780579,2.9062075,2.1028127,1.9084785,1.0253715,0.89822811,2.2100428,1.9134856,3.118135,2.0433168,2.1410487,2.9768581,2.0589828,3.0691396,3.0561548,1.9195882,3.0673148,1.9320011,0.98033392,2.9713678,2.9113302,1.0717469,2.2595397,0.99587722,2.0772313,0.9801578,0.90620302,2.0657241,2.035034,1.000787,2.0167999,2.0207507,2.0756805,0.86601091,2.1200036,2.0438214,0.91422463,2.1221616,2.1379739,1.9153654,1.0238581,2.0890486,0.95461698,2.1899865,1.8983208,2.143969,3.0670569,2.9838847,1.9361886,1.8475289,2.1052906,1.8688077,2.1223769,1.9896603,1.8715562,2.079173,2.9586952,1.894193,0.92427779,3.0087642,1.1007942,3.0121143,0.79252391,3.0215649,2.0392061,1.8037699,1.8270548,1.8739602,1.9528957,0.98331158,3.2358259,2.8457196,2.1642754,2.0151798,0.93452014,2.1388582,2.1906085,1.0126301,2.8593011,2.0011371,1.1094258,1.9700657,1.9010072,1.9017842,2.0414452,2.8940284,2.8277511,2.0452855,2.05783,1.0970996,2.9572758,3.0385457,2.1839704,2.035397,2.2526305,1.9258137,1.0714607,2.1270182,3.0558607,2.0697179,1.1375188,1.964831,3.2293857,1.8563682,1.1368559,2.8741499,1.9859896,1.9396035,1.9818328,1.8184038,1.977211,2.0366248,2.0584584,1.7858507,1.9976531,1.0602671,1.8327274,2.2082537,1.8154056,2.8763245,2.0203082,0.99609681,1.9671104,1.0933075,1.084871,1.990644,2.0931976,1.9620002,1.8595531,1.1111667,2.0007703,1.0133101,1.8231795,0.95000121,1.0054239,1.974084,2.0437889,2.0410392,2.0755008,2.9939365,1.0933815,1.9667501,0.93860432,2.9399561,1.1657936,1.9043894,1.0481259,2.1644397,0.89650673,1.9171046,1.9341383,1.9615131
"3",-2.2409735,-3.4419334,-1.7197576,-3.3139775,-4.2428246,-5.5325484,-1.7860434,-5.4651205,-3.776312,-2.8278592,-3.5394457,-2.9870762,-3.6845489,-2.6834586,-3.6567921,-5.0166528,-4.7804982,-3.4215728,-3.3657016,-3.662577,-2.8437748,-1.673797,-0.0089623104,-4.925779,-2.1830283,-4.1839523,-4.2145185,-4.1802521,-4.2374418,-3.544161,-0.65037505,-3.1742354,-5.8613901,-2.3241227,-1.5250462,-2.0962042,-3.7765888,-2.7771758,-1.6101412,-2.7985993,-2.4303832,-2.8927822,-1.9861403,-2.5143609,-1.8783503,-2.2678871,-2.3908923,-2.2881639,-3.8278747,-5.2266943,-3.7415232,-2.2214406,-3.0659336,-3.5274702,-5.153909,-3.6421873,-1.3936391,-1.0878367,-3.2258599,-3.8458926,-4.2011796,-3.0578715,-1.6017636,-3.4115392,-3.0625539,-4.326781,-1.810238,-3.6874684,-1.0689733,-3.0325586,-1.9333864,-2.2257951,-2.1588866,-3.1801836,-3.5581121,-1.3174314,-1.5678939,-2.5039214,-2.8057556,-3.9146875,-4.05053,-2.6782734,-2.6517903,-4.3214294,-3.5241303,-1.0275645,-4.4296743,-4.112775,-5.1980008,-4.5221394,-4.7122956,-1.2775608,-1.8974292,-1.5518803,-2.8427955,-2.2587833,-3.1382844,-2.9477855,-2.6413183,-3.0842379,-2.5722665,-2.5353086,-5.3818376,-2.9372313,-2.4524102,-3.4785798,-1.8950692,-2.2925142,-4.7296632,-3.1279329,-2.7032799,-0.65148313,-3.6190315,-2.9627362,-5.2346371,-3.4770607,-5.5967824,-1.8335927,-4.0467275,-4.0673948,-2.1292371,-2.4262322,-3.9915118,-1.771338,-3.2170552,-2.6098884,-5.8008073,-1.2089249,-2.0131291,-3.2561576,-1.7497817,-4.3296559,-4.6305891,-4.8145378,-1.820345,-2.2419267,-1.7264451,-1.7229601,-2.1901759,-3.9788007,-2.9061635,-4.1465641,-1.8355534,-3.8495396,-2.4531447,-2.7674262,-3.7492859,-3.1884214,-2.4048375,-4.7675629,-1.6237941,-2.6135063,-2.323501,-5.586212,-3.0614909,-3.7423619,-3.306534,-3.7459308,-4.077169,-2.8582843,-2.7009522,-3.5878,-3.2497311,-4.1536154,-2.9333014,-3.6575587,-2.3378031,-3.2609303,-1.970882,-2.3705386,-1.5602245,-2.8422287,-3.6432479,-1.1397442,-2.8419792,-3.1220193,-1.2348673,-3.4300169,-4.8578598,-2.4432716,-2.2001497,-1.7321135,-1.5863228,-4.2145538,-3.194893,-2.948175,-4.0451184,-2.8857529,-2.2024071,-3.1038373,-2.2513285,-3.3153029,-3.4136056,-2.0885979,-4.213077,-3.9177326,-2.7313759,-2.5052424,-3.8428325,-2.2255993
"4",3.581627,1.9972034,4.2771704,2.1784519,3.7971296,5.878264,1.974702,4.140667,2.4943089,4.7317292,3.4945121,2.9828553,4.8402694,2.7382315,4.8612101,2.0257423,4.3762209,4.4265756,4.2327505,5.2400796,2.67254,3.2364554,2.5747928,4.22788,3.9574367,3.9649587,4.6560122,4.6083884,4.6081443,3.3626209,3.9911186,3.5354328,2.7873789,2.5892848,2.7234232,3.1261484,3.2344348,3.4391612,2.5759942,3.0809967,2.0329987,2.5812449,3.2105326,3.7627893,3.2097835,1.8358767,4.9456915,3.4672369,3.2221665,2.4515052,3.7229177,3.510814,4.330038,5.1013081,2.4303932,3.2599531,2.9725097,2.3444094,1.9364125,3.6369761,2.6710758,0.45183671,2.3714232,4.8788774,2.6242274,3.7932114,5.1591033,5.1514671,1.2438888,4.039658,3.3187348,5.2007334,3.2248627,4.5871203,3.9102197,5.0522335,5.7506802,2.9985328,2.7617303,3.9679819,4.5763181,4.8166782,2.6642858,3.9444635,5.1401073,4.006121,4.0446805,1.7781855,3.1272894,1.8640846,4.1924645,2.5039022,4.0766177,2.5602617,1.1481702,3.1024837,5.2264443,2.8211376,4.9111055,2.5905535,1.8158701,4.0127728,4.3321843,2.0533962,3.4209552,2.7792248,6.428567,3.8378464,4.7778784,2.5756038,3.3809703,3.9559156,4.724853,4.3733324,4.1887677,2.7631137,4.1854681,4.2145815,2.1544054,5.3033906,5.0645683,4.1535567,5.0584712,1.9561281,3.2952922,4.19886,3.7979357,4.3262747,3.6813697,4.4375755,4.3089766,4.861431,4.4612269,2.5805586,3.937723,2.9147569,3.3690339,6.260494,1.5887614,4.7095257,2.6232357,3.2275069,3.0748747,4.1280793,3.9160078,2.7129707,4.7625861,3.6831675,4.7818686,1.5330485,2.797155,2.8939068,4.2129976,2.5231399,3.3959064,2.4725412,4.0710583,4.486698,3.9408272,2.0114719,3.6639944,2.4904224,3.8443465,4.2481353,2.8864916,2.9299031,4.1487615,3.5417606,3.716366,3.4974947,3.7729883,2.9698164,2.932865,3.9119907,4.1629411,3.9118991,2.6199177,4.7163863,3.3293796,5.8446312,3.5776239,5.2087443,3.4731288,5.1943605,1.7354127,4.0374585,3.4552766,2.4271097,3.4989739,4.333933,3.3305693,3.7279002,4.8321773,4.5242246,5.2731734,3.299099,3.952168,4.1147052,2.8769091,4.0523282
"5",2.1778537,2.0045243,1.9523483,1.0562055,2.2291696,2.1633254,1.8874091,0.92665925,2.0257141,1.0459547,3.0934583,0.96996326,1.9198769,2.141285,1.8762259,2.104794,1.961696,1.1179777,3.0541732,1.0630476,1.9856485,1.9846782,2.9515886,2.0048078,1.8737749,2.1494493,2.0150381,1.8886003,2.0422545,1.9913754,3.0058263,1.9339948,1.8337688,2.0794054,2.0011957,1.0349876,1.9267643,0.92696457,1.923776,1.9216507,1.9546758,2.104468,1.9607737,1.9816622,2.0232561,0.6874279,1.1322354,3.0580923,2.0152636,3.0911391,2.981574,2.0354404,3.0577824,2.9473449,1.2053968,0.99856574,1.9351622,0.97168523,2.8715092,2.1017289,1.9512406,1.0056287,3.079694,1.9673803,1.946355,0.88500572,2.1917627,1.8041774,0.96627414,0.97378562,0.85734095,2.0725473,1.0019637,2.0027267,1.8695465,1.92899,2.8154041,2.937491,3.1482114,3.1266232,1.8783802,0.93975972,1.0196359,1.9877235,1.1294659,2.1859653,2.1882017,0.91970177,1.0945625,1.218651,2.1177472,2.9767375,2.0659855,2.8443731,1.1310034,2.0050945,1.9675874,2.960138,1.0698032,2.0474894,3.01254,3.1358507,2.0936851,3.0339625,0.94237934,2.0507797,1.8896527,2.856803,1.0334113,3.0232425,2.0463276,3.0390863,0.98070202,1.969146,3.0714879,1.0909428,1.0232195,2.0809668,1.9361336,1.9365028,1.03004,2.127957,1.8813216,1.9423732,1.8279092,0.95251599,1.0045926,1.0019214,1.9616871,2.0711952,2.9374183,2.011274,1.8435412,0.9452575,2.9500446,2.1729915,1.0840345,1.0149845,1.9359682,2.0413403,1.8920552,0.98964434,2.010908,3.0568706,1.0511906,2.046707,1.9265722,0.94583043,2.974413,2.8784886,3.0108545,1.9481729,2.866199,2.8886551,1.9523818,2.1600246,1.0116317,0.96011768,2.1899154,2.1073092,0.89265303,2.0425583,2.0547538,2.9614378,1.9668391,1.048556,1.9397191,3.1780189,0.93929211,1.168526,2.1116526,1.1186926,0.90071096,2.1116518,1.9644028,2.0500059,3.0013956,2.9732033,3.0620807,2.1071594,2.009882,3.0697433,3.1991656,1.0969916,1.9365241,0.87052495,0.9165116,1.9464195,1.9597238,2.0404626,2.0384144,2.180457,2.0736843,2.0285731,1.9784154,3.1287239,0.77706538,0.85190334,1.0114008,2.9447664
"6",4.5513724,6.3802357,3.8071975,3.9500602,4.9911155,5.8494942,2.6421918,5.1043083,5.8747956,6.1536566,3.0430826,2.1442465,5.5280776,3.690447,5.7940045,4.0178216,8.1285404,2.7927077,4.5753415,4.8241741,2.6745465,3.9089732,2.7459007,3.6005405,6.0279425,6.7173491,4.3212611,3.6335636,2.562715,4.369915,5.1771907,2.8882877,5.4197841,2.8044138,4.3551062,3.6095998,2.4224814,5.1073581,2.059394,2.4734278,1.085187,4.0581706,2.4748709,5.3405358,2.5281828,1.7467364,1.0741485,5.7424147,4.4871327,6.0227733,3.6107808,4.2554801,3.2693064,6.534188,3.9478003,6.8852547,4.1259958,5.0642828,2.1964698,5.935182,5.5475122,2.9486117,3.0635733,3.3025465,5.4922279,4.6372828,2.3267611,5.1800746,4.8711787,3.6732843,3.0926322,3.1064611,4.6611658,2.162721,1.8997756,3.3422892,2.1130745,3.6005371,7.5684549,5.1921625,5.0946254,5.8687998,2.6720166,5.5194111,5.8665048,3.6132491,7.199959,4.8790307,4.0073197,5.2648809,4.528786,5.6932314,2.8075029,4.1598109,2.6341874,4.5036697,3.7949814,5.6411784,2.2661748,2.9143876,4.9613001,4.4683384,3.9530145,3.0756843,6.2871981,4.4023041,2.4388276,1.6253996,8.1953368,3.3958696,3.2949071,3.9238825,5.1231782,2.9392592,4.7369311,4.6512422,8.0137295,2.3486761,7.3413036,3.1554108,4.4121602,1.2922186,3.8491018,4.2944412,5.0040906,4.0271346,7.4375997,3.6557635,6.3741444,7.5074884,4.5816744,3.5826255,4.5257284,3.9783042,4.3080651,3.0344456,2.6030311,5.3177358,4.1826241,4.9400273,2.487463,4.3872884,1.570624,3.6562734,3.1551894,4.3906932,3.8798924,3.3650393,3.2216787,8.0328508,4.7190399,2.4137738,2.7563504,6.3911657,2.5710092,3.9166585,3.0743811,3.7062294,5.3586188,6.2653004,5.5067421,6.1495529,5.1481278,6.9348514,4.6235231,3.7916851,3.5144633,2.9267149,2.6848008,4.7935272,3.6958355,6.2142321,5.14919,0.16807897,3.865628,4.4568655,2.8795389,3.1885021,4.2696235,3.0672509,2.5481344,3.9093679,4.5999302,3.2288812,5.8755874,5.3645306,4.7676233,4.4568977,0.77040022,5.81989,4.0114136,2.7254029,5.8572941,3.0778395,4.3222473,1.8977648,7.5469106,5.2211817,5.4326596,2.6742344
"7",5.8483881,6.1559059,4.1339356,6.0310657,6.968184,7.2454026,4.2781476,7.1383369,6.4130044,5.3749038,6.0823906,4.4487025,5.1639787,5.2586925,6.3070876,7.9723309,6.5807763,5.9397298,5.8817526,5.1757756,5.4748633,5.3144713,3.3495283,6.6092407,4.7119294,5.8445956,6.0035387,5.6530894,5.7735333,7.5140105,4.0057352,5.7187055,7.3165301,5.9612434,5.0527221,5.7812476,5.2219004,5.2268957,3.8252481,5.3408791,4.8704448,4.1588313,5.5980718,4.9567989,4.4022236,5.9057823,6.0258825,4.7654446,5.4427501,6.8554351,6.2721252,4.517959,5.4297264,5.8147044,7.8320853,6.431732,3.9001002,4.4636862,5.7983462,6.595414,6.7168384,4.531445,4.9090003,6.0654008,6.7369999,7.0701369,4.202463,6.4805911,4.6176203,5.4289874,5.4193749,5.8268412,5.7150476,5.8505468,6.0470476,3.6220616,4.1837276,4.7798101,5.3623724,6.6462629,7.8222209,4.2630163,6.1786339,6.8900189,5.0792771,4.3795053,5.8843309,5.4873655,6.8360165,7.3207872,6.3529167,4.7803312,5.6584647,5.0031302,5.2706816,6.0241824,5.9032173,5.6070941,5.1800192,5.5001088,6.2782689,3.9570892,8.1467099,5.4639368,5.1038224,4.9520754,5.6626789,4.934734,6.5397709,6.9943114,6.2936579,4.1170218,6.1351998,6.5046052,8.1154152,6.1389257,7.5641362,5.3015682,7.9590228,5.633842,4.6594561,5.0322868,5.4750489,5.421432,4.7637872,6.3747482,7.4872047,4.5460741,5.493983,5.7430638,4.1207073,7.0194221,6.3095206,6.4157415,5.2882282,4.7321549,5.2153445,4.1514431,4.7047271,7.0104241,4.3442594,6.9486982,5.7781042,7.7447102,5.0416207,6.5160479,6.4628378,5.6918037,3.5347905,7.6644426,4.0724365,4.0963358,5.9532164,7.5555056,6.6705282,6.5109377,5.7750987,6.3748472,6.9444147,5.3279606,5.2280291,5.1278131,5.8950888,5.7659953,5.6366728,5.1606653,3.7146325,7.0303185,5.72524,4.9113169,5.1656318,5.3380662,6.2538382,3.5021332,4.1256789,5.5516542,4.7418825,7.0674947,6.6807425,4.9167997,4.6797187,5.2435812,4.1257673,5.9351176,5.9785552,5.5003825,6.7000338,6.2888404,4.8081171,5.6700475,5.7728114,5.9352005,4.9346923,5.7061536,6.8413941,5.4523085,5.110294,4.8376141,5.6421135,5.7778375
"8",-0.31866866,-0.32306006,1.2436633,-0.18096927,0.71671639,0.78632171,0.89845079,0.62975255,0.53852569,1.1505279,2.4159975,1.5731603,0.56092651,0.34966556,-1.0420565,1.5780627,-0.9811659,1.8360034,-0.21103327,0.99327926,1.4843995,0.62664783,0.6525031,1.3969002,0.15356759,0.64493981,0.64844577,1.6882332,1.9764094,1.7549537,0.18311878,1.012962,0.5190067,0.16015205,1.4530662,0.14036339,1.2550529,0.32227676,1.1909769,0.090694147,-0.01538115,2.2134761,0.83812493,0.99873444,1.8321912,1.6195227,0.74109606,1.7568203,0.11222357,0.76330111,1.6978325,0.07456057,0.18423348,1.5172639,-0.20437174,-0.99839224,0.6758935,-0.29179199,0.78589454,0.011174088,0.15683048,1.7091971,1.0146846,0.84516391,1.2832005,0.83446425,1.6054525,0.057524318,-0.0046427747,0.19661272,-0.68921136,1.942542,1.7921221,1.3614842,2.6010411,-1.0126658,0.29080024,0.86206145,0.1316703,-0.048851958,1.4180518,1.6732561,0.67895061,-0.80956611,0.71308294,-0.22832226,-0.34574506,0.84876933,2.4083092,-0.31173159,1.1193967,0.82472217,-0.20840244,0.022390106,0.78937304,1.8074427,2.0859506,0.61095044,0.63681027,-0.094356274,0.51379286,-0.24567144,1.494563,0.7561323,0.56704535,1.3004309,0.75939428,0.90612206,-1.007215,1.3936144,0.51969454,1.8455254,0.40534052,-0.25550122,0.58590171,0.53195207,-0.88530824,0.40428419,-0.34206799,2.3705054,-0.23345813,2.4394215,-0.24625069,2.2245441,-0.88235036,1.3775109,1.4268546,1.2456698,1.3863427,-0.65006813,1.6078449,0.46083402,1.5009854,1.8997537,1.4060205,1.8517395,-0.20875859,-0.93357137,0.54022683,0.97582692,1.2538184,1.752859,0.17174128,-0.34988562,0.70921158,0.004804089,1.4508414,1.1772138,-0.99421205,-0.27954439,2.3232613,0.7929462,1.0688631,1.3558196,1.6706243,0.8224286,1.2767832,1.8813578,0.2801273,0.68664134,1.6869249,0.38899592,0.8129741,-0.94793678,-0.26808919,1.0955042,1.6557656,-0.43322038,0.74781787,0.75316889,0.15452545,1.7377789,0.94695412,1.7817414,0.12363774,1.8642193,2.4250595,0.75429732,0.58173425,0.62005987,0.04953782,2.1802819,-0.22086554,1.8287239,1.1745615,-0.73979714,0.31600167,-0.82607488,2.3039471,-0.034134991,0.5036994,1.4364479,0.63631444,0.014105406,1.7472152,1.1421593,-0.82667525,1.3069875,1.3817509,1.8893409
"9",4.4660557,4.4885448,5.1934308,4.8708742,3.8852497,4.1327764,3.5453491,3.4853636,3.8347139,4.2156258,4.6613117,4.91966,5.6525614,4.9433724,5.6858561,2.9838889,5.9064951,4.4189735,5.2700461,4.1460111,3.0526562,5.5547979,4.6598145,4.7192032,5.9639737,3.851031,5.3543505,3.9469934,3.3866934,3.7918548,4.8151203,5.2295784,3.4476064,4.9990366,3.0394459,3.1205778,3.9415305,6.0048267,5.0747268,4.9761185,4.8867186,4.0061824,5.3401825,4.9977732,5.5532912,5.5332738,5.4419121,4.5114395,4.0543595,6.2405162,6.3225174,5.046976,4.9330915,4.7925048,3.4541353,6.0141556,4.7964043,2.6259564,3.9316594,5.9122048,4.0458672,3.5128096,2.6786536,4.3044228,6.1699072,5.3532439,3.9858203,6.1742167,5.0297548,6.0113489,4.1221068,5.2439236,3.3500725,3.016308,4.5794714,5.8192507,4.8469931,6.2666125,4.7079124,5.9996602,4.356738,5.4176716,3.7939588,5.8624403,4.402763,5.2492244,3.7838784,4.7933158,3.186509,4.3821889,4.1644394,5.6879388,6.4960253,5.0647422,2.9056738,4.8421336,5.2133406,5.006158,4.379646,4.9592226,4.9542822,5.1735447,4.128287,4.2464659,4.7721878,3.9400815,5.1667863,4.2963002,4.1329455,4.6909667,3.8616267,4.626014,4.8473827,5.408144,5.5606216,2.9663549,6.992634,2.933967,5.2370055,3.9296816,5.3672055,5.0663004,5.316373,5.112736,4.9966238,2.9238041,4.0817348,3.0431922,5.8313181,5.9247817,5.5651129,3.9129868,4.1463493,5.6492013,5.1954082,3.8763199,2.7106157,4.8653986,4.3097454,5.1001335,3.8641184,5.3720855,6.1250149,6.34673,4.4862428,3.1587329,5.6480803,4.2470222,6.8169404,3.6875295,3.9361315,3.4849041,4.9666312,4.1687969,4.5369963,4.6512215,3.5570831,3.4316555,3.2216893,3.6742971,3.3961773,2.1227754,4.791754,4.1970191,3.7390353,5.004161,6.4702638,6.3797548,4.7849385,4.5827858,4.8489575,5.4965434,5.4669536,5.2351908,6.984658,5.1230544,4.0825535,4.6441284,3.5300324,3.9268378,6.407648,4.8802426,4.3502548,4.6713644,4.4814215,5.5704893,5.8679777,4.1939057,2.3607001,6.2814616,4.9571993,3.7972577,4.8098579,4.2362856,5.3001529,6.934987,5.0750774,3.9576676,5.232281,4.8546991
"10",1.8450974,1.9973106,2.1267293,2.2308153,1.1044949,2.9267813,2.0104437,1.9647429,0.97984584,2.1007655,2.98551,1.9230184,3.0420439,1.8978224,2.8964479,2.1933636,3.0149106,1.9811246,3.164669,1.8898531,2.0883127,1.872272,2.0131217,2.9812904,2.0551259,1.103069,1.7700158,2.3057466,1.8820676,2.1987405,3.0287021,1.9216651,1.1905394,1.9202123,1.9697636,0.90610936,1.9114659,1.9092889,2.0409863,1.8986832,1.9814066,1.8815293,1.9339804,1.7009095,2.117302,2.104764,1.9817323,1.9267538,2.0348545,2.9303465,3.0589104,1.8038247,0.87594073,3.0836576,1.8810402,1.9424782,2.2114748,0.7732369,0.97157007,1.926382,1.9689005,0.92890274,0.87301937,2.9515689,2.0424014,2.9004256,1.9536364,3.0890134,1.997648,1.8864276,1.0315661,2.9928609,1.9461123,2.0091382,3.046366,2.9792327,3.084432,3.0116438,1.8206519,2.90721,2.0092507,2.9470697,0.92040168,2.9631098,1.964584,3.0253565,1.0712373,0.94183287,0.98979961,2.0019397,2.0444128,2.1043937,3.0272109,2.0625658,1.0370192,1.0596648,1.871339,1.0723873,1.9718509,1.9370366,2.0690812,2.8321499,1.9813466,2.8549954,3.08897,2.1358477,2.9505189,1.9129909,1.9193785,3.0825585,1.0517191,2.001128,2.8697374,1.7471564,2.0055103,1.198962,3.0144525,2.0374879,1.2149565,3.1762811,3.1768452,1.9230094,3.1565146,1.9591979,1.9424462,2.0750058,2.0873652,1.9369711,2.9826495,2.0976438,1.9672476,2.9900376,2.009993,2.0459203,2.0144604,1.150986,0.96912816,3.0346076,1.0155451,2.0341187,1.9871523,3.116062,1.9151969,2.9397177,2.0215878,0.83577723,2.0944162,1.0171678,3.0157177,0.82349678,2.026604,2.005176,2.0208868,1.9733809,1.9823475,0.91536872,1.2095636,1.9358134,2.1320299,0.96526928,1.9044893,0.97751812,1.0777129,2.0441771,0.92602552,2.0145131,3.1560242,2.9905771,2.070932,2.0367524,3.1461258,1.8842546,2.0376104,2.8610196,2.939336,2.935367,2.1290484,2.0263879,2.0131981,2.050144,2.1827856,3.0915482,2.9870369,2.0613006,1.1131677,1.1433026,1.9853605,1.9766499,0.98422161,2.055591,1.9524742,1.7841835,2.0907631,2.1472856,3.1038515,3.1278988,1.7415497,3.0719343,2.1628799,2.8135163
